Semantic Description Frequency Analysis
==================================================

Files processed: 27,866
Files with semantic_description: 16,110
Total semantic_description instances: 94,046
Unique semantic_description types: 9,126

Complete frequency list (sorted by frequency):
Rank	Term	Frequency	Percentage
7950	citric	1	0.001%
7951	Strictosidine	1	0.001%
7952	XerD	1	0.001%
7953	phytase	1	0.001%
7954	DUF1648	1	0.001%
7955	aminoacylase	1	0.001%
7956	YidC	1	0.001%
7957	Cutinase	1	0.001%
7958	DUF4192	1	0.001%
7959	Sirohydrochlorin	1	0.001%
7960	cobaltochelatase	1	0.001%
7961	UvrABC	1	0.001%
7962	UvrC	1	0.001%
7963	incises	1	0.001%
7964	sides	1	0.001%
7965	lesion	1	0.001%
7966	MnhE	1	0.001%
7967	valine	1	0.001%
7968	avoid	1	0.001%
7969	errors	1	0.001%
7970	distinct	1	0.001%
7971	pretransfer	1	0.001%
7972	posttransfer	1	0.001%
7973	deacylation	1	0.001%
7974	mischarged	1	0.001%
7975	Cyclopropane	1	0.001%
7976	assimilate	1	0.001%
7977	inactivates	1	0.001%
7978	Conversely	1	0.001%
7979	removase	1	0.001%
7980	AR	1	0.001%
7981	GlnE	1	0.001%
7982	indicates	1	0.001%
7983	Transposon	1	0.001%
7984	IS	1	0.001%
7985	cse1	1	0.001%
7986	slime	1	0.001%
7987	DUF1624	1	0.001%
7988	antagonist	1	0.001%
7989	Barnase	1	0.001%
7990	M22	1	0.001%
7991	COG1283	1	0.001%
7992	A10	1	0.001%
7993	OS	1	0.001%
7994	ExbD	1	0.001%
7995	TolR	1	0.001%
7996	hydroxide	1	0.001%
7997	COG3476	1	0.001%
7998	PUR	1	0.001%
7999	DUF4184	1	0.001%
8000	FL	1	0.001%
8001	dehypoxanthine	1	0.001%
8002	DHFL	1	0.001%
8003	hypoxanthine	1	0.001%
8004	MK	1	0.001%
8005	K2	1	0.001%
8006	MerT	1	0.001%
8007	mercuric	1	0.001%
8008	deiminase	1	0.001%
8009	DUF45	1	0.001%
8010	Bacteriocin	1	0.001%
8011	YdeI	1	0.001%
8012	OmpD	1	0.001%
8013	Associated	1	0.001%
8014	phenylacetate	1	0.001%
8015	COG2755	1	0.001%
8016	Lysophospholipase	1	0.001%
8017	esterases	1	0.001%
8018	protective	1	0.001%
8019	DUF2891	1	0.001%
8020	AXE1	1	0.001%
8021	Barrel	1	0.001%
8022	CusB	1	0.001%
8023	Gliding	1	0.001%
8024	88	1	0.001%
8025	OmpL	1	0.001%
8026	bbp2	1	0.001%
8027	siderophore	1	0.001%
8028	DinB	1	0.001%
8029	Proactivator	1	0.001%
8030	determining	1	0.001%
8031	MreC	1	0.001%
8032	HicB	1	0.001%
8033	hypervariable	1	0.001%
8034	YceI	1	0.001%
8035	capsule	1	0.001%
8036	interchange	1	0.001%
8037	DUF3494	1	0.001%
8038	BlaR1	1	0.001%
8039	M56	1	0.001%
8040	DUF4842	1	0.001%
8041	DUF4402	1	0.001%
8042	DUF2871	1	0.001%
8043	PrmA	1	0.001%
8044	DUF1707	1	0.001%
8045	698	1	0.001%
8046	Fructosamine	1	0.001%
8047	PCu	1	0.001%
8048	TipAS	1	0.001%
8049	DUF4333	1	0.001%
8050	pathogenicity	1	0.001%
8051	island	1	0.001%
8052	FtsK	1	0.001%
8053	AbiEi	1	0.001%
8054	catabolism	1	0.001%
8055	PurC	1	0.001%
8056	Chlorophyllase	1	0.001%
8057	ESX	1	0.001%
8058	EccE	1	0.001%
8059	diffusion	1	0.001%
8060	CDF	1	0.001%
8061	Neocarzinostatin	1	0.001%
8062	LON	1	0.001%
8063	Guanylyltransferase	1	0.001%
8064	lactyl	1	0.001%
8065	LPPG	1	0.001%
8066	hydride	1	0.001%
8067	CbiX	1	0.001%
8068	Siderophore	1	0.001%
8069	YGGT	1	0.001%
8070	Antioxidant	1	0.001%
8071	hydroperoxidase	1	0.001%
8072	regeneration	1	0.001%
8073	Tetracyclin	1	0.001%
8074	DUF4935	1	0.001%
8075	DUF1990	1	0.001%
8076	DUF448	1	0.001%
8077	LppX	1	0.001%
8078	LprAFG	1	0.001%
8079	dihydroguanosine	1	0.001%
8080	pyranopterin	1	0.001%
8081	cPMP	1	0.001%
8082	Rv3446c	1	0.001%
8083	opens	1	0.001%
8084	forces	1	0.001%
8085	bilayer	1	0.001%
8086	osmotic	1	0.001%
8087	PurU	1	0.001%
8088	DUF937	1	0.001%
8089	DUF4328	1	0.001%
8090	YqaJ	1	0.001%
8091	MatK	1	0.001%
8092	TrnK	1	0.001%
8093	Attaches	1	0.001%
8094	fMet	1	0.001%
8095	formylmethionyl	1	0.001%
8096	IF2	1	0.001%
8097	misappropriation	1	0.001%
8098	mutant	1	0.001%
8099	abnormal	1	0.001%
8100	lived	1	0.001%
8101	survival	1	0.001%
8102	developmental	1	0.001%
8103	Degrades	1	0.001%
8104	aminoacylate	1	0.001%
8105	SecB	1	0.001%
8106	Glycyl	1	0.001%
8107	shifts	1	0.001%
8108	equilibrum	1	0.001%
8109	favor	1	0.001%
8110	availability	1	0.001%
8111	begins	1	0.001%
8112	dimethyl	1	0.001%
8113	ribityllumazine	1	0.001%
8114	ribitylamino	1	0.001%
8115	penultimate	1	0.001%
8116	ketoisovalerate	1	0.001%
8117	BRCA2	1	0.001%
8118	oligonucleotide	1	0.001%
8119	cobW	1	0.001%
8120	MPN	1	0.001%
8121	Thermotolerance	1	0.001%
8122	DAMP1	1	0.001%
8123	p18	1	0.001%
8124	SAP18	1	0.001%
8125	Cid1	1	0.001%
8126	DUF4243	1	0.001%
8127	striated	1	0.001%
8128	dealkylation	1	0.001%
8129	DUF2407	1	0.001%
8130	YCII	1	0.001%
8131	pom152	1	0.001%
8132	phd	1	0.001%
8133	prm1	1	0.001%
8134	SRP72	1	0.001%
8135	Rttp106	1	0.001%
8136	luminal	1	0.001%
8137	Dak2	1	0.001%
8138	rsc9	1	0.001%
8139	eIF4	1	0.001%
8140	eIF5	1	0.001%
8141	eIF2	1	0.001%
8142	Torus	1	0.001%
8143	VAMP	1	0.001%
8144	loss	1	0.001%
8145	Mcl1	1	0.001%
8146	TFIIS	1	0.001%
8147	DUF3712	1	0.001%
8148	UBCs	1	0.001%
8149	DUF2362	1	0.001%
8150	unit	1	0.001%
8151	Spa2	1	0.001%
8152	SHD	1	0.001%
8153	GIT	1	0.001%
8154	Bacillus	1	0.001%
8155	subtilis	1	0.001%
8156	Nicotianamine	1	0.001%
8157	Dyggve	1	0.001%
8158	Melchior	1	0.001%
8159	Clausen	1	0.001%
8160	HAT	1	0.001%
8161	Half	1	0.001%
8162	fist	1	0.001%
8163	RNF220	1	0.001%
8164	bimb	1	0.001%
8165	ping	1	0.001%
8166	pong	1	0.001%
8167	HELICc2	1	0.001%
8168	inclusion	1	0.001%
8169	Mis6	1	0.001%
8170	Potential	1	0.001%
8171	Monad	1	0.001%
8172	RPAP3	1	0.001%
8173	UMPH	1	0.001%
8174	ddhd	1	0.001%
8175	Nif	1	0.001%
8176	GLE1	1	0.001%
8177	Oligosaccharyltransferase	1	0.001%
8178	Ribophorin	1	0.001%
8179	DUF2828	1	0.001%
8180	cristae	1	0.001%
8181	YBR030w	1	0.001%
8182	Cenp	1	0.001%
8183	anaemia	1	0.001%
8184	FancD2	1	0.001%
8185	PKA	1	0.001%
8186	CNH	1	0.001%
8187	pim1	1	0.001%
8188	Malonyl	1	0.001%
8189	WH2	1	0.001%
8190	DUF2410	1	0.001%
8191	NMD	1	0.001%
8192	highly	1	0.001%
8193	surveillance	1	0.001%
8194	whose	1	0.001%
8195	identify	1	0.001%
8196	rid	1	0.001%
8197	harmful	1	0.001%
8198	effluxer	1	0.001%
8199	Peptidylprolyl	1	0.001%
8200	NCA2	1	0.001%
8201	DALR	1	0.001%
8202	DUF1688	1	0.001%
8203	recruits	1	0.001%
8204	MINDY	1	0.001%
8205	E3A	1	0.001%
8206	DUF202	1	0.001%
8207	caveolin	1	0.001%
8208	AAC	1	0.001%
8209	clone	1	0.001%
8210	AAC4	1	0.001%
8211	Shwachman	1	0.001%
8212	Bodian	1	0.001%
8213	Diamond	1	0.001%
8214	SBDS	1	0.001%
8215	IATP	1	0.001%
8216	PAC2	1	0.001%
8217	capacitation	1	0.001%
8218	De	1	0.001%
8219	etiolated	1	0.001%
8220	ML	1	0.001%
8221	duf6	1	0.001%
8222	HBS1	1	0.001%
8223	SWIRM	1	0.001%
8224	Grap2	1	0.001%
8225	GWT1	1	0.001%
8226	VPS74	1	0.001%
8227	YDR372C	1	0.001%
8228	REV1	1	0.001%
8229	40kDa	1	0.001%
8230	Rpp40	1	0.001%
8231	LrgA	1	0.001%
8232	Hexokinase	1	0.001%
8233	HORMA	1	0.001%
8234	PA26	1	0.001%
8235	sestrin	1	0.001%
8236	XPG	1	0.001%
8237	sister	1	0.001%
8238	chromatid	1	0.001%
8239	COG4	1	0.001%
8240	Sec34	1	0.001%
8241	propeptide	1	0.001%
8242	I29	1	0.001%
8243	Wd	1	0.001%
8244	camk	1	0.001%
8245	DLIC	1	0.001%
8246	RTC4	1	0.001%
8247	MIF4G	1	0.001%
8248	Nro1	1	0.001%
8249	Spc25	1	0.001%
8250	DUF4477	1	0.001%
8251	DUF4078	1	0.001%
8252	Phosducin	1	0.001%
8253	Helical	1	0.001%
8254	Ydr279p	1	0.001%
8255	Spinocerebellar	1	0.001%
8256	ataxia	1	0.001%
8257	synembryn	1	0.001%
8258	EXOIII	1	0.001%
8259	Gaa1	1	0.001%
8260	transamidase	1	0.001%
8261	G0	1	0.001%
8262	program	1	0.001%
8263	palC	1	0.001%
8264	PHD	1	0.001%
8265	GFA	1	0.001%
8266	Duf636	1	0.001%
8267	STIMATE	1	0.001%
8268	Lupus	1	0.001%
8269	WDYHV	1	0.001%
8270	SUR7	1	0.001%
8271	PalI	1	0.001%
8272	pet127	1	0.001%
8273	DUF1765	1	0.001%
8274	LUC7	1	0.001%
8275	kh	1	0.001%
8276	Vps36	1	0.001%
8277	EXS	1	0.001%
8278	S28	1	0.001%
8279	STAG	1	0.001%
8280	DUF1712	1	0.001%
8281	Suvar3	1	0.001%
8282	Dpy	1	0.001%
8283	transglycolase	1	0.001%
8284	DUF676	1	0.001%
8285	SGT1	1	0.001%
8286	GFD2	1	0.001%
8287	YCL036W	1	0.001%
8288	YDR514C	1	0.001%
8289	tnp2	1	0.001%
8290	TEA	1	0.001%
8291	ATTS	1	0.001%
8292	MT	1	0.001%
8293	A70	1	0.001%
8294	Sec66	1	0.001%
8295	CELL	1	0.001%
8296	RanGTP	1	0.001%
8297	nudix	1	0.001%
8298	RAB3A	1	0.001%
8299	Apg17	1	0.001%
8300	C9orf72	1	0.001%
8301	Est1	1	0.001%
8302	Tho	1	0.001%
8303	mrna	1	0.001%
8304	mex67	1	0.001%
8305	Biogenesis	1	0.001%
8306	dam	1	0.001%
8307	matchmaker	1	0.001%
8308	more	1	0.001%
8309	itself	1	0.001%
8310	DUF4258	1	0.001%
8311	transhydrogenation	1	0.001%
8312	indolepyruvate	1	0.001%
8313	Flagella	1	0.001%
8314	COG2204	1	0.001%
8315	alginic	1	0.001%
8316	pept	1	0.001%
8317	oligoendopeptidase	1	0.001%
8318	arabinoxylan	1	0.001%
8319	hemicellulose	1	0.001%
8320	arabinofuranosyl	1	0.001%
8321	DUF433	1	0.001%
8322	Hopanoid	1	0.001%
8323	HpnJ	1	0.001%
8324	c7	1	0.001%
8325	C25	1	0.001%
8326	Arch	1	0.001%
8327	F390	1	0.001%
8328	virulence	1	0.001%
8329	1kDa	1	0.001%
8330	Crispr	1	0.001%
8331	Csd1	1	0.001%
8332	Cmr6	1	0.001%
8333	clustered	1	0.001%
8334	regularly	1	0.001%
8335	interspaced	1	0.001%
8336	conjugative	1	0.001%
8337	spacers	1	0.001%
8338	antecedent	1	0.001%
8339	invading	1	0.001%
8340	spacer	1	0.001%
8341	HEPN	1	0.001%
8342	HSDR	1	0.001%
8343	phenylacetic	1	0.001%
8344	phenylacetyl	1	0.001%
8345	DUF2235	1	0.001%
8346	Zonular	1	0.001%
8347	occludens	1	0.001%
8348	Zot	1	0.001%
8349	DUF2283	1	0.001%
8350	a3	1	0.001%
8351	forkhead	1	0.001%
8352	SH2	1	0.001%
8353	5C	1	0.001%
8354	hedgehog	1	0.001%
8355	Oral	1	0.001%
8356	facial	1	0.001%
8357	digital	1	0.001%
8358	Immediate	1	0.001%
8359	IER	1	0.001%
8360	K27	1	0.001%
8361	neurocan	1	0.001%
8362	subclass	1	0.001%
8363	BTK	1	0.001%
8364	Cartilage	1	0.001%
8365	kiaa0895	1	0.001%
8366	Metalloenzyme	1	0.001%
8367	Ral	1	0.001%
8368	stimulator	1	0.001%
8369	Colony	1	0.001%
8370	Capsid	1	0.001%
8371	infection	1	0.001%
8372	adapted	1	0.001%
8373	retroviruses	1	0.001%
8374	Blocks	1	0.001%
8375	life	1	0.001%
8376	retroviral	1	0.001%
8377	lattice	1	0.001%
8378	UBE2V1	1	0.001%
8379	UBE2N	1	0.001%
8380	UBC13	1	0.001%
8381	UEV1A	1	0.001%
8382	catalysts	1	0.001%
8383	includes	1	0.001%
8384	TAB2	1	0.001%
8385	TAB3	1	0.001%
8386	Activation	1	0.001%
8387	infected	1	0.001%
8388	Anosmin	1	0.001%
8389	RIB43A	1	0.001%
8390	Acetylserotonin	1	0.001%
8391	oligomerization	1	0.001%
8392	MAGE	1	0.001%
8393	DDB1	1	0.001%
8394	CUL4	1	0.001%
8395	HtrA	1	0.001%
8396	CtsR	1	0.001%
8397	DUF692	1	0.001%
8398	YcxB	1	0.001%
8399	DUF1672	1	0.001%
8400	FliO	1	0.001%
8401	YfhD	1	0.001%
8402	DUF5050	1	0.001%
8403	Host	1	0.001%
8404	exposed	1	0.001%
8405	YibE	1	0.001%
8406	phosphoshikimate	1	0.001%
8407	carboxyvinyltransferase	1	0.001%
8408	DUF2268	1	0.001%
8409	LXG	1	0.001%
8410	WXG	1	0.001%
8411	phases	1	0.001%
8412	displays	1	0.001%
8413	decreased	1	0.001%
8414	because	1	0.001%
8415	enhanced	1	0.001%
8416	autolysin	1	0.001%
8417	metabolising	1	0.001%
8418	DUF3888	1	0.001%
8419	gernimation	1	0.001%
8420	GerPD	1	0.001%
8421	DUF1266	1	0.001%
8422	IS204	1	0.001%
8423	IS1001	1	0.001%
8424	IS1096	1	0.001%
8425	IS1165	1	0.001%
8426	Ketosteroid	1	0.001%
8427	DUF4133	1	0.001%
8428	glimmer	1	0.001%
8429	COG2963	1	0.001%
8430	Phosphoesterase	1	0.001%
8431	DUF2889	1	0.001%
8432	Hemolysin	1	0.001%
8433	A24A	1	0.001%
8434	7TMR	1	0.001%
8435	DISM	1	0.001%
8436	Vgr	1	0.001%
8437	HB1	1	0.001%
8438	ASXL	1	0.001%
8439	DUF1887	1	0.001%
8440	archaea	1	0.001%
8441	luxr	1	0.001%
8442	S53	1	0.001%
8443	sedolisin	1	0.001%
8444	1618	1	0.001%
8445	PilX	1	0.001%
8446	DUF2793	1	0.001%
8447	Flavoprotein	1	0.001%
8448	COG0515	1	0.001%
8449	COG3243	1	0.001%
8450	hydroxyalkanoate	1	0.001%
8451	92	1	0.001%
8452	COG0454	1	0.001%
8453	COG2931	1	0.001%
8454	RTX	1	0.001%
8455	toxins	1	0.001%
8456	PrpE	1	0.001%
8457	Ralstonia	1	0.001%
8458	solanacearum	1	0.001%
8459	acrylyl	1	0.001%
8460	enterica	1	0.001%
8461	COG2355	1	0.001%
8462	microsomal	1	0.001%
8463	NOG06109	1	0.001%
8464	aminopelargonic	1	0.001%
8465	KAPA	1	0.001%
8466	diaminopelargonic	1	0.001%
8467	DAPA	1	0.001%
8468	animotransferase	1	0.001%
8469	utilize	1	0.001%
8470	DUF4843	1	0.001%
8471	DUF4140	1	0.001%
8472	Susd	1	0.001%
8473	NOG27134	1	0.001%
8474	PupR	1	0.001%
8475	DUF4857	1	0.001%
8476	DUF5005	1	0.001%
8477	Disulphide	1	0.001%
8478	corrector	1	0.001%
8479	DsbC	1	0.001%
8480	S15	1	0.001%
8481	Pectinesterase	1	0.001%
8482	DUF4062	1	0.001%
8483	CPA2	1	0.001%
8484	NOG28036	1	0.001%
8485	fimbrial	1	0.001%
8486	Fimbrillin	1	0.001%
8487	Glutaminyl	1	0.001%
8488	DUF4886	1	0.001%
8489	SusF	1	0.001%
8490	SusE	1	0.001%
8491	Omp28	1	0.001%
8492	COG0793	1	0.001%
8493	CoxE	1	0.001%
8494	Catabolite	1	0.001%
8495	intervening	1	0.001%
8496	Aerobic	1	0.001%
8497	monoxide	1	0.001%
8498	CoxS	1	0.001%
8499	succinylglutamate	1	0.001%
8500	aspartoacylase	1	0.001%
8501	heterodisulfide	1	0.001%
8502	SoxYZ	1	0.001%
8503	SoxY	1	0.001%
8504	liberation	1	0.001%
8505	Some	1	0.001%
8506	reductive	1	0.001%
8507	fixation	1	0.001%
8508	NodS	1	0.001%
8509	DUF3102	1	0.001%
8510	COG4584	1	0.001%
8511	NusG	1	0.001%
8512	Chase2	1	0.001%
8513	Flagellin	1	0.001%
8514	polymerizes	1	0.001%
8515	WLM	1	0.001%
8516	heterotetrameric	1	0.001%
8517	absence	1	0.001%
8518	synthesize	1	0.001%
8519	concentrations	1	0.001%
8520	galactopyranose	1	0.001%
8521	COG0507	1	0.001%
8522	Imidazoleglycerol	1	0.001%
8523	external	1	0.001%
8524	NERD	1	0.001%
8525	MarR	1	0.001%
8526	stabilize	1	0.001%
8527	coordinate	1	0.001%
8528	lower	1	0.001%
8529	positioning	1	0.001%
8530	DUF3844	1	0.001%
8531	bL36	1	0.001%
8532	GARP	1	0.001%
8533	TruD	1	0.001%
8534	otu	1	0.001%
8535	DUF3395	1	0.001%
8536	DUF2370	1	0.001%
8537	PPP4R2	1	0.001%
8538	glucanase	1	0.001%
8539	Utr2	1	0.001%
8540	Nup85	1	0.001%
8541	Glucosidase	1	0.001%
8542	APC10	1	0.001%
8543	Trs120	1	0.001%
8544	TRAPPC9	1	0.001%
8545	DUF2315	1	0.001%
8546	FAM178	1	0.001%
8547	rhomboid	1	0.001%
8548	DUF3020	1	0.001%
8549	Vps54	1	0.001%
8550	DUF2431	1	0.001%
8551	Zw10	1	0.001%
8552	L7Ae	1	0.001%
8553	L30e	1	0.001%
8554	S12e	1	0.001%
8555	Gadd45	1	0.001%
8556	DUF4217	1	0.001%
8557	Asx	1	0.001%
8558	Shp1	1	0.001%
8559	melanogaster	1	0.001%
8560	eyes	1	0.001%
8561	eyc	1	0.001%
8562	p47	1	0.001%
8563	Afadin	1	0.001%
8564	DUF2363	1	0.001%
8565	Telomere	1	0.001%
8566	APA1	1	0.001%
8567	YCL050C	1	0.001%
8568	APA2	1	0.001%
8569	YDR530C	1	0.001%
8570	Metallopeptidase	1	0.001%
8571	M24	1	0.001%
8572	UME	1	0.001%
8573	NUC010	1	0.001%
8574	sulphur	1	0.001%
8575	Strong	1	0.001%
8576	Meiosis	1	0.001%
8577	MEI2	1	0.001%
8578	UBX7	1	0.001%
8579	YBR273C	1	0.001%
8580	UBX6	1	0.001%
8581	YJL048C	1	0.001%
8582	Mn2	1	0.001%
8583	hyphal	1	0.001%
8584	anastomosis	1	0.001%
8585	Mnd1	1	0.001%
8586	S12	1	0.001%
8587	involving	1	0.001%
8588	creA	1	0.001%
8589	creB	1	0.001%
8590	creC	1	0.001%
8591	creD	1	0.001%
8592	acrB	1	0.001%
8593	appropriately	1	0.001%
8594	arrestin	1	0.001%
8595	hulA	1	0.001%
8596	providing	1	0.001%
8597	TatD	1	0.001%
8598	DNase	1	0.001%
8599	RIO	1	0.001%
8600	Ylr154p	1	0.001%
8601	ERCC4	1	0.001%
8602	She9	1	0.001%
8603	Mdm33	1	0.001%
8604	PIH1	1	0.001%
8605	Nop17	1	0.001%
8606	Meiotic	1	0.001%
8607	UPF0121	1	0.001%
8608	Ndc1	1	0.001%
8609	Nup	1	0.001%
8610	S27a	1	0.001%
8611	Haspin	1	0.001%
8612	nucleoplasm	1	0.001%
8613	PET	1	0.001%
8614	Argininosuccinate	1	0.001%
8615	RNAPII	1	0.001%
8616	Rad9	1	0.001%
8617	DUF1640	1	0.001%
8618	Tetrahydrofolate	1	0.001%
8619	DUF4203	1	0.001%
8620	L18	1	0.001%
8621	SWIB	1	0.001%
8622	Adenosine	1	0.001%
8623	editase	1	0.001%
8624	AG	1	0.001%
8625	DUF3819	1	0.001%
8626	HDAC	1	0.001%
8627	HEC	1	0.001%
8628	Ndc80p	1	0.001%
8629	NuA4	1	0.001%
8630	Rad52	1	0.001%
8631	SIT4	1	0.001%
8632	repetitive	1	0.001%
8633	WGA	1	0.001%
8634	Iki1	1	0.001%
8635	L29e	1	0.001%
8636	Dna2	1	0.001%
8637	SRP40	1	0.001%
8638	EEIG1	1	0.001%
8639	EHBP1	1	0.001%
8640	Hepatocellular	1	0.001%
8641	59	1	0.001%
8642	Bin	1	0.001%
8643	amphiphysin	1	0.001%
8644	Rvs	1	0.001%
8645	ANTH	1	0.001%
8646	A49	1	0.001%
8647	PASK	1	0.001%
8648	Lung	1	0.001%
8649	dynamic	1	0.001%
8650	NDK	1	0.001%
8651	gdsl	1	0.001%
8652	DUF2183	1	0.001%
8653	condensing	1	0.001%
8654	folates	1	0.001%
8655	polyglutamate	1	0.001%
8656	allowing	1	0.001%
8657	cofactors	1	0.001%
8658	Protoglobin	1	0.001%
8659	DUF1750	1	0.001%
8660	RNAse	1	0.001%
8661	Rpr2	1	0.001%
8662	Rpp21	1	0.001%
8663	SNM1	1	0.001%
8664	peroxin	1	0.001%
8665	Spc7	1	0.001%
8666	SGF29	1	0.001%
8667	tudor	1	0.001%
8668	WH1	1	0.001%
8669	WHEP	1	0.001%
8670	TRS	1	0.001%
8671	PB1	1	0.001%
8672	Subtilisin	1	0.001%
8673	Eisosome	1	0.001%
8674	PIL1	1	0.001%
8675	Squalene	1	0.001%
8676	phytoene	1	0.001%
8677	PGAP1	1	0.001%
8678	Las1	1	0.001%
8679	Ecm33	1	0.001%
8680	RasGEF	1	0.001%
8681	85	1	0.001%
8682	PSP1	1	0.001%
8683	tf2	1	0.001%
8684	kda	1	0.001%
8685	Usher	1	0.001%
8686	Fe4S4	1	0.001%
8687	MbeB	1	0.001%
8688	TelA	1	0.001%
8689	MltA	1	0.001%
8690	MipA	1	0.001%
8691	Rcs	1	0.001%
8692	numerous	1	0.001%
8693	RcsC	1	0.001%
8694	RcsD	1	0.001%
8695	environmental	1	0.001%
8696	RcsB	1	0.001%
8697	Colicin	1	0.001%
8698	SMI1	1	0.001%
8699	KNR4	1	0.001%
8700	DUF1441	1	0.001%
8701	DUF1795	1	0.001%
8702	nodulation	1	0.001%
8703	COG2148	1	0.001%
8704	constriction	1	0.001%
8705	POTRA	1	0.001%
8706	DUF3289	1	0.001%
8707	Pyocin	1	0.001%
8708	DUF4158	1	0.001%
8709	microfilament	1	0.001%
8710	TUG	1	0.001%
8711	postsynaptic	1	0.001%
8712	specialization	1	0.001%
8713	prostate	1	0.001%
8714	Ciliary	1	0.001%
8715	rootlet	1	0.001%
8716	rootletin	1	0.001%
8717	78	1	0.001%
8718	FERM	1	0.001%
8719	180p18	1	0.001%
8720	ufm1	1	0.001%
8721	PINK1	1	0.001%
8722	neuroligin	1	0.001%
8723	ribonucleotide	1	0.001%
8724	Tumour	1	0.001%
8725	D52	1	0.001%
8726	TatB	1	0.001%
8727	TatC	1	0.001%
8728	EH	1	0.001%
8729	neurotensin	1	0.001%
8730	transient	1	0.001%
8731	outward	1	0.001%
8732	fungal	1	0.001%
8733	theta	1	0.001%
8734	pri	1	0.001%
8735	Sec7	1	0.001%
8736	anatomical	1	0.001%
8737	ZCCHC11	1	0.001%
8738	TUT4	1	0.001%
8739	let	1	0.001%
8740	contributing	1	0.001%
8741	ES	1	0.001%
8742	NEFA	1	0.001%
8743	NIP30	1	0.001%
8744	fermitin	1	0.001%
8745	thioadenosine	1	0.001%
8746	breakdown	1	0.001%
8747	aminopurine	1	0.001%
8748	nucleosides	1	0.001%
8749	preferred	1	0.001%
8750	BRX1	1	0.001%
8751	exopeptidase	1	0.001%
8752	A3	1	0.001%
8753	transitional	1	0.001%
8754	selenium	1	0.001%
8755	ZSWIM2	1	0.001%
8756	DLD2	1	0.001%
8757	YDL178W	1	0.001%
8758	CD2	1	0.001%
8759	monoubiquitinated	1	0.001%
8760	carboxymethylenebutenolidase	1	0.001%
8761	prefusion	1	0.001%
8762	U11	1	0.001%
8763	U12	1	0.001%
8764	Bloom	1	0.001%
8765	39a	1	0.001%
8766	methylbutyryl	1	0.001%
8767	DUF4200	1	0.001%
8768	CUL3	1	0.001%
8769	RhoA	1	0.001%
8770	Folate	1	0.001%
8771	fragile	1	0.001%
8772	Fra10Ac1	1	0.001%
8773	sphingosine	1	0.001%
8774	MIB1	1	0.001%
8775	cholangiocyte	1	0.001%
8776	Blk	1	0.001%
8777	UTP20	1	0.001%
8778	Mariner	1	0.001%
8779	facilitated	1	0.001%
8780	suppresses	1	0.001%
8781	concentrate	1	0.001%
8782	complexed	1	0.001%
8783	SMADs	1	0.001%
8784	CART	1	0.001%
8785	transferrin	1	0.001%
8786	SHC	1	0.001%
8787	dmX	1	0.001%
8788	Glucosaminyl	1	0.001%
8789	supervillin	1	0.001%
8790	rat	1	0.001%
8791	sarcoma	1	0.001%
8792	hematopoietic	1	0.001%
8793	progenitor	1	0.001%
8794	SET5	1	0.001%
8795	YHR207C	1	0.001%
8796	selenite	1	0.001%
8797	uncoating	1	0.001%
8798	PTPRF	1	0.001%
8799	Liprin	1	0.001%
8800	circle	1	0.001%
8801	thymus	1	0.001%
8802	Man3GlcNAc2	1	0.001%
8803	162	1	0.001%
8804	exists	1	0.001%
8805	unanchored	1	0.001%
8806	conjugated	1	0.001%
8807	isopeptide	1	0.001%
8808	monomer	1	0.001%
8809	monoubiquitin	1	0.001%
8810	Polyubiquitin	1	0.001%
8811	protocadherin	1	0.001%
8812	SOWAHA	1	0.001%
8813	lens	1	0.001%
8814	transparency	1	0.001%
8815	RNAi	1	0.001%
8816	microRNAs	1	0.001%
8817	Lacks	1	0.001%
8818	appear	1	0.001%
8819	MAGUK	1	0.001%
8820	K33	1	0.001%
8821	Tectonin	1	0.001%
8822	SH2B	1	0.001%
8823	Hemerythrin	1	0.001%
8824	HHE	1	0.001%
8825	Bacteriophytochrome	1	0.001%
8826	Light	1	0.001%
8827	PHP	1	0.001%
8828	diglyceride	1	0.001%
8829	what	1	0.001%
8830	become	1	0.001%
8831	divisionFtsK	1	0.001%
8832	DUF3710	1	0.001%
8833	DUF397	1	0.001%
8834	bL32	1	0.001%
8835	globular	1	0.001%
8836	outside	1	0.001%
8837	lines	1	0.001%
8838	interact	1	0.001%
8839	Elastin	1	0.001%
8840	microfibril	1	0.001%
8841	interfacer	1	0.001%
8842	condensed	1	0.001%
8843	Disrupted	1	0.001%
8844	renal	1	0.001%
8845	Myotubularin	1	0.001%
8846	lysophosphatidylserine	1	0.001%
8847	PAX	1	0.001%
8848	interactor	1	0.001%
8849	SKIP	1	0.001%
8850	SNW	1	0.001%
8851	phosphoseryl	1	0.001%
8852	selenoprotein	1	0.001%
8853	glucuronidase	1	0.001%
8854	next	1	0.001%
8855	Neogenin	1	0.001%
8856	xanthosine	1	0.001%
8857	XMP	1	0.001%
8858	neuroblast	1	0.001%
8859	subventricular	1	0.001%
8860	zone	1	0.001%
8861	wnt	1	0.001%
8862	112	1	0.001%
8863	XI	1	0.001%
8864	BECN1	1	0.001%
8865	C3orf20	1	0.001%
8866	DUF4496	1	0.001%
8867	atypical	1	0.001%
8868	Synaptojanin	1	0.001%
8869	Neurotransmitter	1	0.001%
8870	stereocilium	1	0.001%
8871	220kDa	1	0.001%
8872	asymmetric	1	0.001%
